No,양식장,날짜,라벨,라벨2(어장_수조_샘플번호_날짜_길이_무게_사이즈),체장(mm),체중(g),수조번호,사육미수,일일폐사량,사료정보,일일 사료 급이량(KG),투약일자,약품명,투여량(ML 또는 L),투여단위,투여방법,기타사항,검출 병원체
2040,IC,220913,IC091308,F02_U01_O2040_D2022-09-13_L310_W0280_S2,310,280,B1,400 ,0,생사료(MP),30,,,,,,,00000618
2041,IC,220913,IC091309,F02_U01_O2041_D2022-09-13_L420_W0692_S3,420,692,B1,400 ,0,생사료(MP),30,,,,,,,00061318
2042,IC,220913,IC091310,F02_U01_O2042_D2022-09-13_L310_W0199_S1,310,199,B1,400 ,0,생사료(MP),30,,,,,,,00000613
2043,IC,220913,IC091311,F02_U01_O2043_D2022-09-13_L350_W0367_S2,350,367,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2044,IC,220913,IC091312,F02_U01_O2044_D2022-09-13_L335_W0292_S2,335,292,B1,400 ,0,생사료(MP),30,,,,,,,00000607
2045,IC,220913,IC091313,F02_U01_O2045_D2022-09-13_L290_W0367_S2,290,367,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2046,IC,220913,IC091314,F02_U01_O2046_D2022-09-13_L335_W0274_S2,335,274,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2047,IC,220913,IC091315,F02_U01_O2047_D2022-09-13_L355_W0490_S2,355,490,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2048,IC,220913,IC091316,F02_U01_O2048_D2022-09-13_L340_W0416_S2,340,416,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2049,IC,220913,IC091317,F02_U01_O2049_D2022-09-13_L335_W0337_S2,335,337,B1,433 ,0,생사료(MP),30,,,,,,,00000006
2050,OS,220913,OS091301,F01_U01_O2050_D2022-09-13_L400_W0547_S3,400,547,A5,3200 ,3,생사료(MP),100,,,,,,,00000613
2051,OS,220913,OS091302,F01_U01_O2051_D2022-09-13_L355_W0411_S2,355,411,A2,3200 ,2,생사료(MP),100,,,,,,,00000613
2052,OS,220913,OS091303,F01_U01_O2052_D2022-09-13_L430_W0602_S3,430,602,A3,3200 ,2,생사료(MP),100,,,,,,,00000613
2053,OS,220913,OS091304,F01_U01_O2053_D2022-09-13_L390_W0421_S2,390,421,A4,3200 ,0,생사료(MP),100,,,,,,,00061318
2054,OS,220913,OS091305,F01_U01_O2054_D2022-09-13_L410_W0568_S3,410,568,B2,3500 ,1,생사료(MP),100,,,,,,,00000006
2055,OS,220913,OS091306,F01_U01_O2055_D2022-09-13_L460_W0479_S2,460,479,B3,3500 ,2,생사료(MP),100,,,,,,,00000613
2056,OS,220913,OS091307,F01_U01_O2056_D2022-09-13_L360_W0394_S2,360,394,B5,3500 ,1,생사료(MP),100,,,,,,,00061318
2057,OS,220913,OS091308,F01_U01_O2057_D2022-09-13_L390_W0550_S3,390,550,B6,3500 ,1,생사료(MP),100,,,,,,,00000613
2058,OS,220913,OS091309,F01_U01_O2058_D2022-09-13_L360_W0424_S2,360,424,B7,3500 ,4,생사료(MP),80,,,,,,,00000613
2059,OS,220913,OS091310,F01_U01_O2059_D2022-09-13_L380_W0492_S2,380,492,C4,3000 ,5,생사료(MP),80,,,,,,,00061318
2060,OS,220913,OS091311,F01_U01_O2060_D2022-09-13_L350_W0401_S2,350,401,C5,3000 ,7,생사료(MP),80,,,,,,,00061113
2061,OS,220913,OS091312,F01_U01_O2061_D2022-09-13_L380_W0500_S2,380,500,D1,3000 ,3,생사료(MP),80,,,,,,,00000613
2062,OS,220913,OS091313,F01_U01_O2062_D2022-09-13_L400_W0549_S3,400,549,D2,3000 ,2,생사료(MP),80,,,,,,,00000613
2063,OS,220913,OS091314,F01_U01_O2063_D2022-09-13_L355_W0415_S2,355,415,D2,3000 ,2,생사료(MP),80,,,,,,,00000106
2064,OS,220913,OS091315,F01_U01_O2064_D2022-09-13_L355_W0462_S2,355,462,D2,3000 ,2,생사료(MP),80,,,,,,,00000613
2065,OS,220913,OS091316,F01_U01_O2065_D2022-09-13_L400_W0558_S3,400,558,D3,3200 ,5,생사료(MP),80,,,,,,,01061318
2066,OS,220913,OS091317,F01_U01_O2066_D2022-09-13_L385_W0463_S2,385,463,D3,3200 ,5,생사료(MP),80,,,,,,,00000006
2067,OS,220913,OS091318,F01_U01_O2067_D2022-09-13_L320_W0285_S2,320,285,D3,3200 ,5,생사료(MP),80,,,,,,,00000613
2068,HM,220913,HM091301,F03_U01_O2068_D2022-09-13_L260_W0179_S1,260,179,A6,3200 ,0,생사료(MP),80,,,,,,,00000018
2069,HM,220913,HM091302,F03_U01_O2069_D2022-09-13_L310_W0273_S2,310,273,A6,3200 ,0,생사료(MP),80,,,,,,,00000013
2070,HM,220913,HM091303,F03_U01_O2070_D2022-09-13_L310_W0287_S2,310,287,A6,3200 ,0,생사료(MP),80,,,,,,,00000021
2071,HM,220913,HM091304,F03_U01_O2071_D2022-09-13_L330_W0343_S2,330,343,A6,3200 ,0,생사료(MP),80,,,,,,,00000113
2072,HM,220913,HM091305,F03_U01_O2072_D2022-09-13_L340_W0390_S2,340,390,A6,3200 ,0,생사료(MP),80,,,,,,,00000021
2073,HM,220913,HM091306,F03_U01_O2073_D2022-09-13_L305_W0255_S2,305,255,A6,3200 ,0,생사료(MP),80,,,,,,,00000001
2074,HM,220913,HM091307,F03_U01_O2074_D2022-09-13_L320_W0316_S2,320,316,A6,3200 ,0,생사료(MP),80,,,,,,,00000021
2075,HM,220913,HM091308,F03_U01_O2075_D2022-09-13_L290_W0223_S2,290,223,A6,3200 ,0,생사료(MP),80,,,,,,,00000013
2076,HM,220913,HM091309,F03_U01_O2076_D2022-09-13_L320_W0341_S2,320,341,A6,3200 ,0,생사료(MP),80,,,,,,,00001317
2077,HM,220913,HM091310,F03_U01_O2077_D2022-09-13_L310_W0277_S2,310,277,A6,3200 ,0,생사료(MP),80,,,,,,,00000117
2078,HM,220913,HM091311,F03_U01_O2078_D2022-09-13_L265_W0188_S1,265,188,A6,3200 ,0,생사료(MP),80,,,,,,,00000021
2079,HD,220914,HD091401,F06_U01_O2079_D2022-09-14_L205_W0074_S1,205,74,E2,8000 ,,생사료(MP),80,,,,,,,00000021
2080,HD,220914,HD091402,F06_U01_O2080_D2022-09-14_L200_W0062_S1,200,62,E2,8000 ,,생사료(MP),80,,,,,,,00000021
2081,HD,220914,HD091402,F06_U02_O2081_D2022-09-14_L330_W0324_S2,330,324,D8,3500 ,,생사료(MP),80,,,,,,,00000021
2082,HD,220914,HM091403,F06_U03_O2082_D2022-09-14_L320_W0363_S2,320,363,D8,3500 ,,생사료(MP),80,,,,,,,00000021
2083,HM,220914,HM091401,F03_U01_O2083_D2022-09-14_L290_W0235_S2,290,235,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2084,HM,220914,HM091402,F03_U01_O2084_D2022-09-14_L300_W0250_S2,300,250,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2085,HM,220914,HM091403,F03_U01_O2085_D2022-09-14_L300_W0268_S2,300,268,A12,3600 ,7,생사료(MP),90,,,,,,,00000011
2086,HM,220914,HM091404,F03_U01_O2086_D2022-09-14_L290_W0231_S2,290,231,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2087,HM,220914,HM091405,F03_U01_O2087_D2022-09-14_L280_W0229_S2,280,229,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2088,HM,220914,HM091406,F03_U01_O2088_D2022-09-14_L275_W0186_S1,275,186,A12,3600 ,7,생사료(MP),90,,,,,,,00000014
2089,HM,220914,HM091407,F03_U01_O2089_D2022-09-14_L290_W0226_S2,290,226,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2090,HM,220914,HM091408,F03_U01_O2090_D2022-09-14_L330_W0347_S2,330,347,A12,3600 ,7,생사료(MP),90,,,,,,,00000001
2091,HM,220914,HM091409,F03_U01_O2091_D2022-09-14_L280_W0222_S2,280,222,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2092,HM,220914,HM091410,F03_U01_O2092_D2022-09-14_L250_W0132_S2,250,132,A12,3600 ,7,생사료(MP),90,,,,,,,00011617
2093,HM,220914,HM091411,F03_U01_O2093_D2022-09-14_L290_W0231_S2,290,231,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2094,HM,220914,HM091412,F03_U01_O2094_D2022-09-14_L285_W0219_S2,285,219,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2095,HM,220914,HM091413,F03_U01_O2095_D2022-09-14_L325_W0309_S2,325,309,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2096,HM,220914,HM091414,F03_U01_O2096_D2022-09-14_L305_W0227_S2,305,227,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2097,HM,220914,HM091415,F03_U01_O2097_D2022-09-14_L315_W0320_S2,315,320,A12,3600 ,7,생사료(MP),90,,,,,,,00000017
2098,HM,220914,HM091416,F03_U01_O2098_D2022-09-14_L320_W0309_S2,320,309,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2099,HM,220914,HM091417,F03_U01_O2099_D2022-09-14_L315_W0340_S2,315,340,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2100,HM,220914,HM091418,F03_U01_O2100_D2022-09-14_L310_W0325_S2,310,325,A12,3600 ,7,생사료(MP),90,,,,,,,00001617
2101,HM,220914,HM091419,F03_U01_O2101_D2022-09-14_L330_W0377_S2,330,377,A12,3600 ,7,생사료(MP),90,,,,,,,00000016
2102,HM,220914,HM091420,F03_U01_O2102_D2022-09-14_L300_W0236_S2,300,236,A12,3600 ,7,생사료(MP),90,,,,,,,00000021
2103,IC,220914,IC091401,F02_U01_O2103_D2022-09-14_L315_W0293_S2,315,293,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000021
2104,IC,220914,IC091402,F02_U01_O2104_D2022-09-14_L365_W0456_S2,365,456,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000021
2105,IC,220914,IC091403,F02_U01_O2105_D2022-09-14_L400_W0518_S3,400,518,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00001318
2106,IC,220914,IC091404,F02_U01_O2106_D2022-09-14_L380_W0421_S2,380,421,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000013
2107,IC,220914,IC091405,F02_U01_O2107_D2022-09-14_L340_W0384_S2,340,384,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000818
2108,IC,220914,IC091406,F02_U01_O2108_D2022-09-14_L405_W0603_S3,405,603,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000021
2109,IC,220914,IC091407,F02_U01_O2109_D2022-09-14_L340_W0388_S2,340,388,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000613
2110,IC,220914,IC091408,F02_U01_O2110_D2022-09-14_L395_W0546_S3,395,546,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000613
2111,IC,220914,IC091409,F02_U01_O2111_D2022-09-14_L355_W0382_S2,355,382,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000613
2112,IC,220914,IC091410,F02_U01_O2112_D2022-09-14_L360_W0371_S2,360,371,B4,300 ,0,생사료(MP),0,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000613
2113,OS,220914,OS091401,F01_U01_O2113_D2022-09-14_L395_W0486_S2,395,486,A3,3200 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000013
2114,OS,220914,OS091402,F01_U01_O2114_D2022-09-14_L355_W0381_S2,355,381,A4,3200 ,0,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000017
2115,OS,220914,OS091403,F01_U01_O2115_D2022-09-14_L360_W0344_S2,360,344,B2,3500 ,1,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000021
2116,OS,220914,OS091404,F01_U01_O2116_D2022-09-14_L345_W0357_S2,345,357,B3,3500 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000021
2117,OS,220914,OS091405,F01_U01_O2117_D2022-09-14_L380_W0460_S2,380,460,B5,3500 ,1,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000613
2118,OS,220914,OS091406,F01_U01_O2118_D2022-09-14_L405_W0529_S3,405,529,B6,3500 ,1,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000613
2119,OS,220914,OS091407,F01_U01_O2119_D2022-09-14_L335_W0335_S2,335,335,B7,3500 ,4,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000618
2120,OS,220914,OS091408,F01_U01_O2120_D2022-09-14_L415_W0594_S3,415,594,C4,3000 ,5,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000613
2121,OS,220914,OS091409,F01_U01_O2121_D2022-09-14_L375_W0537_S3,375,537,C5,3000 ,7,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000006
2122,OS,220914,OS091410,F01_U01_O2122_D2022-09-14_L345_W0381_S2,345,381,D1,3000 ,3,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000006
2123,OS,220914,OS091411,F01_U01_O2123_D2022-09-14_L350_W0310_S2,350,310,D2,3000 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000613
2124,OS,220914,OS091412,F01_U01_O2124_D2022-09-14_L370_W0381_S2,370,381,D2,3000 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000613
2125,OS,220914,OS091413,F01_U01_O2125_D2022-09-14_L360_W0401_S2,360,401,D2,3000 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000006
2126,OS,220914,OS091414,F01_U01_O2126_D2022-09-14_L350_W0307_S2,350,307,D3,3200 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000613
2127,OS,220914,OS091415,F01_U01_O2127_D2022-09-14_L330_W0270_S2,330,270,D3,3200 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00000021
2128,OS,220914,OS091416,F01_U01_O2128_D2022-09-14_L310_W0221_S2,310,221,D3,3200 ,2,,0,2022-09-14,아목사실린,0.1,ml/kg,근육주사,,00061314
2129,TP,220915,TP091501,F04_U01_O2129_D2022-09-15_L355_W0363_S2,355,363,A1,3000 ,0,생사료(MP),80,,,,,,,00000613
2130,TP,220915,TP091502,F04_U01_O2130_D2022-09-15_L350_W0401_S2,350,401,A1,3000 ,0,생사료(MP),80,,,,,,,00000607
2131,TP,220915,TP091503,F04_U01_O2131_D2022-09-15_L330_W0393_S2,330,393,A2,3000 ,1,생사료(MP),80,,,,,,,00000006
2132,TP,220915,TP091504,F04_U01_O2132_D2022-09-15_L325_W0302_S2,325,302,A2,3000 ,1,생사료(MP),80,,,,,,,00000618
2133,TP,220915,TP091505,F04_U01_O2133_D2022-09-15_L310_W0240_S2,310,240,A3,3000 ,0,생사료(MP),80,,,,,,,00000006
2134,TP,220915,TP091506,F04_U01_O2134_D2022-09-15_L330_W0332_S2,330,332,A3,3000 ,0,생사료(MP),80,,,,,,,00000617
2135,TP,220915,TP091507,F04_U01_O2135_D2022-09-15_L335_W0375_S2,335,375,A4,3000 ,1,생사료(MP),80,,,,,,,00000006
2136,TP,220915,TP091508,F04_U01_O2136_D2022-09-15_L325_W0340_S2,325,340,A4,3000 ,1,생사료(MP),80,,,,,,,00000006
2137,TP,220915,TP091509,F04_U01_O2137_D2022-09-15_L350_W0365_S2,350,365,A5,3000 ,1,생사료(MP),80,,,,,,,00000613
2138,TP,220915,TP091510,F04_U01_O2138_D2022-09-15_L335_W0337_S2,335,337,A5,3000 ,1,생사료(MP),80,,,,,,,00000006
2139,TP,220915,TP091511,F04_U01_O2139_D2022-09-15_L360_W0375_S2,360,375,A6,3000 ,2,생사료(MP),80,,,,,,,00000613
2140,TP,220915,TP091512,F04_U01_O2140_D2022-09-15_L350_W0482_S2,350,482,A6,3000 ,2,생사료(MP),80,,,,,,,00000611
2141,TP,220915,TP091513,F04_U01_O2141_D2022-09-15_L380_W0551_S3,380,551,C1,2800 ,0,생사료(MP),80,,,,,,,00061113
2142,TP,220915,TP091514,F04_U01_O2142_D2022-09-15_L365_W0414_S2,365,414,C1,2800 ,0,생사료(MP),80,,,,,,,00000613
2143,TP,220915,TP091515,F04_U01_O2143_D2022-09-15_L290_W0156_S1,290,156,C2,2800 ,1,생사료(MP),80,,,,,,,00000006
2144,TP,220915,TP091516,F04_U01_O2144_D2022-09-15_L395_W0489_S2,395,489,C2,2800 ,1,생사료(MP),80,,,,,,,00061318
2145,TP,220915,TP091517,F04_U01_O2145_D2022-09-15_L330_W0396_S2,330,396,C3,2800 ,2,생사료(MP),80,,,,,,,00000613
2146,TP,220915,TP091518,F04_U01_O2146_D2022-09-15_L370_W0430_S2,370,430,C3,2800 ,2,생사료(MP),80,,,,,,,00000613
2147,HM,220915,HM091501,F03_U01_O2147_D2022-09-15_L325_W0347_S2,325,347,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2148,HM,220915,HM091502,F03_U01_O2148_D2022-09-15_L345_W0364_S2,345,364,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2149,HM,220915,HM091503,F03_U01_O2149_D2022-09-15_L315_W0308_S2,315,308,B2,3100 ,3,생사료(MP),80,,,,,,,00000013
2150,HM,220915,HM091504,F03_U01_O2150_D2022-09-15_L325_W0336_S2,325,336,B2,3100 ,3,생사료(MP),80,,,,,,,00000017
2151,HM,220915,HM091505,F03_U01_O2151_D2022-09-15_L285_W0235_S2,285,235,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2152,HM,220915,HM091506,F03_U01_O2152_D2022-09-15_L310_W0326_S2,310,326,B2,3100 ,3,생사료(MP),80,,,,,,,00000017
2153,HM,220915,HM091507,F03_U01_O2153_D2022-09-15_L275_W0192_S1,275,192,B2,3100 ,3,생사료(MP),80,,,,,,,00000017
2154,HM,220915,HM091508,F03_U01_O2154_D2022-09-15_L300_W0289_S2,300,289,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2155,HM,220915,HM091509,F03_U01_O2155_D2022-09-15_L300_W0282_S2,300,282,B2,3100 ,3,생사료(MP),80,,,,,,,00000016
2156,HM,220915,HM091510,F03_U01_O2156_D2022-09-15_L280_W0245_S2,280,245,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2157,HM,220915,HM091511,F03_U01_O2157_D2022-09-15_L300_W0286_S2,300,286,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2158,HM,220915,HM091512,F03_U01_O2158_D2022-09-15_L325_W0381_S2,325,381,B2,3100 ,3,생사료(MP),80,,,,,,,00000017
2159,HM,220915,HM091513,F03_U01_O2159_D2022-09-15_L300_W0272_S2,300,272,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2160,HM,220915,HM091514,F03_U01_O2160_D2022-09-15_L320_W0368_S2,320,368,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2161,HM,220915,HM091515,F03_U01_O2161_D2022-09-15_L285_W0245_S2,285,245,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2162,HM,220915,HM091516,F03_U01_O2162_D2022-09-15_L305_W0274_S2,305,274,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2163,HM,220915,HM091517,F03_U01_O2163_D2022-09-15_L255_W0156_S1,255,156,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2164,HM,220915,HM091518,F03_U01_O2164_D2022-09-15_L295_W0276_S2,295,276,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2165,HM,220915,HM091519,F03_U01_O2165_D2022-09-15_L305_W0299_S2,305,299,B2,3100 ,3,생사료(MP),80,,,,,,,00000016
2166,HM,220915,HM091520,F03_U01_O2166_D2022-09-15_L330_W0398_S2,330,398,B2,3100 ,3,생사료(MP),80,,,,,,,00000017
2167,HM,220915,HM091521,F03_U01_O2167_D2022-09-15_L245_W0168_S1,245,168,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2168,HM,220915,HM091522,F03_U01_O2168_D2022-09-15_L305_W0280_S2,305,280,B2,3100 ,3,생사료(MP),80,,,,,,,00000021
2169,IC,220915,IC091501,F02_U01_O2169_D2022-09-15_L330_W0394_S2,330,394,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000006
2170,IC,220915,IC091502,F02_U01_O2170_D2022-09-15_L370_W0538_S3,370,538,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000618
2171,IC,220915,IC091503,F02_U01_O2171_D2022-09-15_L345_W0383_S2,345,383,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00061319
2172,IC,220915,IC091504,F02_U01_O2172_D2022-09-15_L370_W0563_S3,370,563,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000618
2173,IC,220915,IC091505,F02_U01_O2173_D2022-09-15_L325_W0457_S2,325,457,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000618
2174,IC,220915,IC091506,F02_U01_O2174_D2022-09-15_L310_W0395_S2,310,395,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000006
2175,IC,220915,IC091507,F02_U01_O2175_D2022-09-15_L365_W0468_S2,365,468,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000613
2176,IC,220915,IC091508,F02_U01_O2176_D2022-09-15_L325_W0312_S2,325,312,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00061319
2177,IC,220915,IC091509,F02_U01_O2177_D2022-09-15_L365_W0585_S3,365,585,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00061319
2178,IC,220915,IC091510,F02_U01_O2178_D2022-09-15_L290_W0276_S2,290,276,D3,900 ,2,생사료(MP),,2022-09-12,세프티오퍼,0.2,ml/kg,근육주사,,00000613
2179,HM,220916,HM091601,F03_U01_O2179_D2022-09-16_L310_W0281_S2,310,281,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2180,HM,220916,HM091602,F03_U01_O2180_D2022-09-16_L305_W0279_S2,305,279,B16,2900 ,0,생사료(MP),80,,,,,,,00000017
2181,HM,220916,HM091603,F03_U01_O2181_D2022-09-16_L355_W0432_S2,355,432,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2182,HM,220916,HM091604,F03_U01_O2182_D2022-09-16_L305_W0263_S2,305,263,B16,2900 ,0,생사료(MP),80,,,,,,,00000017
2183,HM,220916,HM091605,F03_U01_O2183_D2022-09-16_L310_W0280_S2,310,280,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2184,HM,220916,HM091606,F03_U01_O2184_D2022-09-16_L295_W0259_S2,295,259,B16,2900 ,0,생사료(MP),80,,,,,,,00000014
2185,HM,220916,HM091607,F03_U01_O2185_D2022-09-16_L330_W0339_S2,330,339,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2186,HM,220916,HM091608,F03_U01_O2186_D2022-09-16_L290_W0219_S2,290,219,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2187,HM,220916,HM091609,F03_U01_O2187_D2022-09-16_L275_W0198_S1,275,198,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2188,HM,220916,HM091610,F03_U01_O2188_D2022-09-16_L315_W0308_S2,315,308,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2189,HM,220916,HM091611,F03_U01_O2189_D2022-09-16_L325_W0323_S2,325,323,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2190,HM,220916,HM091612,F03_U01_O2190_D2022-09-16_L285_W0193_S1,285,193,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2191,HM,220916,HM091613,F03_U01_O2191_D2022-09-16_L295_W0214_S2,295,214,B16,2900 ,0,생사료(MP),80,,,,,,,00000001
2192,HM,220916,HM091614,F03_U01_O2192_D2022-09-16_L310_W0302_S2,310,302,B16,2900 ,0,생사료(MP),80,,,,,,,00000017
2193,HM,220916,HM091615,F03_U01_O2193_D2022-09-16_L305_W0298_S2,305,298,B16,2900 ,0,생사료(MP),80,,,,,,,00000017
2194,HM,220916,HM091616,F03_U01_O2194_D2022-09-16_L305_W0257_S2,305,257,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2195,HM,220916,HM091617,F03_U01_O2195_D2022-09-16_L335_W0330_S2,335,330,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2196,HM,220916,HM091618,F03_U01_O2196_D2022-09-16_L290_W0210_S2,290,210,B16,2900 ,0,생사료(MP),80,,,,,,,00000017
2197,HM,220916,HM091619,F03_U01_O2197_D2022-09-16_L310_W0251_S2,310,251,B16,2900 ,0,생사료(MP),80,,,,,,,00000021
2198,TP,220916,TP091601,F04_U01_O2198_D2022-09-16_L350_W0272_S2,350,272,A1,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000613
2199,TP,220916,TP091602,F04_U01_O2199_D2022-09-16_L335_W0338_S2,335,338,A1,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000006
2200,TP,220916,TP091603,F04_U01_O2200_D2022-09-16_L340_W0309_S2,340,309,A2,3000 ,3,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000006
2201,TP,220916,TP091604,F04_U01_O2201_D2022-09-16_L350_W0309_S2,350,309,A2,3000 ,3,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000021
2202,TP,220916,TP091605,F04_U01_O2202_D2022-09-16_L365_W0407_S2,365,407,A3,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000013
2203,TP,220916,TP091606,F04_U01_O2203_D2022-09-16_L340_W0389_S2,340,389,A3,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000017
2204,TP,220916,TP091607,F04_U01_O2204_D2022-09-16_L350_W0322_S2,365,356,A4,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000018
2205,TP,220916,TP091608,F04_U01_O2205_D2022-09-16_L330_W0264_S2,330,264,A4,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000021
2206,TP,220916,TP091609,F04_U01_O2206_D2022-09-16_L365_W0356_S2,365,356,A5,3000 ,1,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00001113
2207,TP,220916,TP091610,F04_U01_O2207_D2022-09-16_L350_W0349_S2,350,349,A5,3000 ,1,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000613
2208,TP,220916,TP091611,F04_U01_O2208_D2022-09-16_L385_W0459_S2,385,459,A6,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000617
2209,TP,220916,TP091612,F04_U01_O2209_D2022-09-16_L370_W0402_S2,370,402,A6,3000 ,2,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000006
2210,TP,220916,TP091613,F04_U01_O2210_D2022-09-16_L410_W0553_S3,410,553,C1,2800 ,3,생사료(MP),0,2022-09-06,아목사실린,0.1,ml/kg,근육주사,,00000613
